iter	Passed	Remaining
192	563	2355
193	566	2353
194	569	2350
195	572	2348
196	575	2345
197	579	2346
198	582	2343
199	585	2340
200	588	2337
201	590	2334
202	594	2332
203	597	2330
204	600	2330
205	603	2327
206	606	2324
207	610	2323
208	613	2320
209	616	2318
210	619	2315
211	622	2312
212	625	2310
213	628	2308
214	631	2306
215	634	2304
216	637	2299
217	640	2297
218	643	2296
219	647	2293
220	649	2290
221	652	2287
222	656	2285
223	658	2281
224	661	2278
225	664	2275
226	667	2273
227	670	2270
228	674	2269
229	677	2268
230	680	2266
231	683	2263
232	686	2258
233	689	2257
234	692	2255
235	695	2252
236	699	2251
237	701	2246
238	705	2244
239	708	2242
240	711	2239
241	714	2236
242	716	2231
243	718	2226
244	722	2225
245	724	2221
246	727	2217
247	729	2212
248	732	2208
249	735	2206
250	738	2204
251	741	2201
252	744	2198
253	747	2195
254	751	2196
255	755	2195
256	758	2192
257	761	2189
258	764	2186
259	767	2184
260	770	2182
261	773	2179
262	776	2176
263	779	2173
264	783	2172
265	786	2169
266	789	2166
267	792	2165
268	795	2162
269	798	2160
270	801	2157
271	804	2154
272	807	2151
273	810	2148
274	814	2146
275	817	2144
276	820	2141
277	823	2138
278	826	2135
279	829	2134
280	832	2131
281	835	2127
282	838	2124
283	840	2120
284	844	2117
285	847	2115
286	850	2112
287	851	2106
288	854	2103
289	857	2100
290	860	2097
291	864	2095
292	867	2092
293	870	2089
294	872	2086
295	875	2083
296	879	2081
297	882	2078
298	885	2075
299	888	2072
300	891	2069
301	894	2066
302	897	2063
303	899	2058
304	902	2055
305	905	2052
306	908	2050
307	911	2048
308	914	2044
309	917	2041
310	920	2039
311	923	2036
312	926	2034
313	929	2031
314	932	2028
315	935	2025
316	938	2022
317	942	2021
318	945	2018
319	948	2014
320	951	2011
321	953	2008
322	957	2006
323	959	2001
324	962	1998
325	965	1995
326	968	1992
327	970	1987
328	973	1985
329	976	1982
330	979	1979
331	982	1976
332	985	1973
333	988	1970
334	991	1967
335	993	1964
336	997	1961
337	999	1958
338	1002	1955
339	1005	1952
340	1008	1949
341	1010	1944
342	1013	1941
343	1015	1937
344	1019	1934
345	1022	1932
346	1025	1929
347	1028	1926
348	1030	1923
349	1032	1918
350	1036	1915
351	1039	1912
352	1041	1908
353	1044	1905
354	1047	1902
355	1050	1899
356	1053	1897
357	1056	1894
358	1059	1891
359	1062	1888
360	1063	1883
361	1068	1882
362	1071	1879
363	1072	1874
364	1075	1871
365	1078	1868
366	1081	1865
367	1083	1861
368	1086	1858
369	1090	1856
370	1093	1853
371	1096	1850
372	1099	1848
373	1102	1845
374	1105	1842
375	1108	1839
376	1111	1836
377	1114	1834
378	1117	1831
379	1120	1828
380	1123	1825
381	1126	1822
382	1129	1819
383	1132	1817
384	1135	1814
385	1138	1811
386	1141	1808
387	1144	1805
388	1147	1802
389	1150	1799
390	1152	1794
391	1155	1791
392	1158	1788
393	1161	1786
394	1164	1783
395	1167	1780
396	1170	1777
397	1173	1774
398	1176	1771
399	1179	1768
400	1181	1765
401	1184	1762
402	1187	1759
403	1190	1756
404	1193	1753
405	1196	1750
406	1199	1747
407	1202	1745
408	1205	1742
409	1209	1740
410	1212	1737
411	1215	1734
412	1218	1731
413	1220	1728
414	1223	1724
415	1226	1721
416	1229	1719
417	1232	1716
418	1235	1713
419	1238	1710
420	1242	1708
421	1245	1705
422	1248	1702
423	1251	1700
424	1254	1697
425	1257	1694
426	1260	1691
427	1263	1688
428	1266	1685
429	1269	1683
430	1273	1680
431	1276	1677
432	1279	1674
433	1281	1671
434	1284	1668
435	1287	1666
436	1291	1663
437	1294	1661
438	1297	1658
439	1300	1655
440	1304	1652
441	1307	1650
442	1309	1646
443	1311	1642
444	1313	1638
445	1316	1634
446	1319	1632
447	1322	1629
448	1325	1626
449	1328	1624
450	1331	1621
451	1335	1618
452	1338	1616
453	1341	1613
454	1344	1610
455	1347	1607
456	1350	1604
457	1353	1602
458	1356	1599
459	1359	1596
460	1362	1593
461	1365	1590
462	1368	1587
463	1371	1584
464	1374	1581
465	1377	1578
466	1380	1576
467	1384	1573
468	1387	1570
469	1390	1568
470	1393	1565
471	1397	1562
472	1400	1560
473	1403	1557
474	1406	1554
475	1409	1551
476	1412	1548
477	1415	1546
478	1418	1542
479	1419	1538
480	1422	1535
481	1426	1532
482	1429	1529
483	1432	1527
484	1435	1524
485	1438	1521
486	1442	1519
487	1445	1516
488	1448	1513
489	1451	1510
490	1454	1507
491	1457	1505
492	1460	1502
493	1463	1499
494	1466	1496
495	1469	1493
496	1472	1490
497	1476	1488
498	1479	1485
499	1482	1482
500	1485	1479
501	1488	1476
502	1491	1473
503	1493	1470
504	1496	1467
505	1499	1464
506	1502	1461
507	1506	1458
508	1509	1456
509	1512	1453
510	1515	1450
511	1518	1447
512	1521	1444
513	1524	1441
514	1527	1438
515	1530	1435
516	1533	1432
517	1536	1429
518	1539	1426
519	1542	1423
520	1545	1421
521	1548	1417
522	1550	1414
523	1554	1412
524	1556	1408
525	1559	1405
526	1562	1402
527	1564	1398
528	1567	1395
529	1571	1393
530	1574	1390
531	1577	1387
532	1579	1383
533	1582	1380
534	1585	1378
535	1588	1375
536	1591	1372
537	1594	1369
538	1597	1366
539	1601	1363
540	1604	1360
541	1607	1357
542	1609	1354
543	1612	1351
544	1615	1348
545	1618	1345
546	1621	1343
547	1624	1339
548	1627	1337
549	1630	1334
550	1634	1331
551	1637	1328
552	1639	1325
553	1642	1322
554	1645	1319
555	1648	1316
556	1651	1313
557	1654	1310
558	1657	1307
559	1660	1304
560	1663	1301
561	1666	1298
562	1669	1295
563	1672	1292
564	1675	1289
565	1679	1287
566	1682	1284
567	1685	1281
568	1688	1279
569	1691	1276
570	1694	1272
571	1700	1272
572	1703	1269
573	1706	1266
574	1709	1263
575	1712	1260
576	1715	1257
577	1718	1254
578	1721	1251
579	1724	1248
580	1727	1245
581	1730	1242
582	1733	1239
583	1736	1236
584	1739	1233
585	1742	1231
586	1745	1228
587	1747	1224
588	1750	1221
589	1753	1218
590	1756	1215
591	1760	1213
592	1763	1210
593	1766	1207
594	1769	1204
595	1772	1201
596	1776	1199
597	1779	1196
598	1782	1193
599	1785	1190
600	1788	1187
601	1791	1184
602	1795	1181
603	1798	1179
604	1801	1176
605	1804	1173
606	1808	1170
607	1811	1168
608	1814	1165
609	1817	1162
610	1820	1159
611	1824	1156
612	1826	1152
613	1829	1150
614	1832	1147
615	1835	1144
616	1838	1141
617	1840	1137
618	1843	1134
619	1846	1131
620	1849	1129
621	1852	1125
622	1855	1123
623	1858	1120
624	1861	1117
625	1864	1114
626	1867	1110
627	1870	1108
628	1873	1104
629	1876	1101
630	1879	1098
631	1882	1095
632	1885	1093
633	1888	1089
634	1891	1087
635	1894	1084
636	1897	1081
637	1899	1078
638	1902	1075
639	1906	1072
640	1909	1069
641	1912	1066
642	1915	1063
643	1918	1060
644	1921	1057
645	1924	1054
646	1926	1051
647	1929	1048
648	1932	1045
649	1935	1042
650	1938	1039
651	1941	1036
652	1945	1033
653	1948	1030
654	1951	1027
655	1954	1024
656	1957	1021
657	1960	1018
658	1963	1016
659	1967	1013
660	1970	1010
661	1973	1007
662	1975	1004
663	1978	1001
664	1982	998
665	1985	995
666	1988	992
667	1991	989
668	1994	986
669	1997	983
670	2000	981
671	2004	978
672	2007	975
673	2009	972
674	2013	969
675	2016	966
676	2019	963
677	2022	960
678	2024	957
679	2028	954
680	2031	951
681	2034	948
682	2037	945
683	2040	942
684	2043	939
685	2046	936
686	2049	933
687	2052	930
688	2055	928
689	2059	925
690	2062	922
691	2065	919
692	2068	916
693	2071	913
694	2074	910
695	2077	907
696	2080	904
697	2083	901
698	2086	898
699	2089	895
700	2092	892
701	2095	889
702	2098	886
703	2101	883
704	2105	880
705	2108	877
706	2110	874
707	2114	871
708	2117	868
709	2120	866
710	2123	863
711	2126	860
712	2129	857
713	2132	854
714	2135	851
715	2138	848
716	2141	845
717	2144	842
718	2147	839
719	2149	836
720	2153	833
721	2156	830
722	2159	827
723	2162	824
724	2165	821
725	2169	818
726	2172	815
727	2175	812
728	2178	809
729	2181	806
730	2185	804
731	2188	801
732	2191	798
733	2194	795
734	2197	792
735	2201	789
736	2204	786
737	2207	783
738	2210	780
739	2213	777
740	2217	774
741	2219	771
742	2222	768
743	2225	765
744	2228	762
745	2230	759
746	2233	756
747	2235	753
748	2238	750
749	2241	747
750	2244	744
751	2246	741
752	2250	738
753	2252	734
754	2255	731
755	2258	728
756	2261	725
757	2264	722
758	2267	719
759	2270	716
760	2273	713
761	2275	710
762	2278	707
763	2281	704
764	2284	701
765	2287	698
766	2290	695
767	2293	692
768	2296	689
769	2298	686
770	2302	683
771	2305	680
772	2307	677
773	2310	674
774	2313	671
775	2316	668
776	2319	665
777	2322	662
778	2324	659
779	2328	656
780	2330	653
781	2333	650
782	2336	647
783	2339	644
784	2342	641
785	2345	638
786	2348	635
787	2350	632
788	2353	629
789	2356	626
790	2359	623
791	2362	620
792	2365	617
793	2368	614
794	2371	611
795	2373	608
796	2376	605
797	2379	602
798	2382	599
799	2385	596
800	2387	593
801	2391	590
802	2394	587
803	2396	584
804	2399	581
805	2402	578
806	2405	575
807	2408	572
808	2411	569
809	2414	566
810	2417	563
811	2420	560
812	2423	557
813	2426	554
814	2429	551
815	2432	548
816	2434	545
817	2438	542
818	2440	539
819	2443	536
820	2446	533
821	2448	530
822	2451	527
823	2454	524
824	2457	521
825	2459	518
826	2462	515
827	2465	512
828	2468	509
829	2471	506
830	2474	503
831	2477	500
832	2479	497
833	2483	494
834	2486	491
835	2489	488
836	2491	485
837	2494	482
838	2497	479
839	2500	476
840	2503	473
841	2506	470
842	2509	467
843	2512	464
844	2515	461
845	2518	458
846	2521	455
847	2523	452
848	2526	449
849	2530	446
850	2533	443
851	2535	440
852	2538	437
853	2541	434
854	2544	431
855	2547	428
856	2550	425
857	2553	422
858	2555	419
859	2558	416
860	2561	413
861	2564	410
862	2567	407
863	2570	404
864	2572	401
865	2575	398
866	2579	395
867	2582	392
868	2584	389
869	2587	386
870	2590	383
871	2594	380
872	2597	377
873	2600	374
874	2603	371
875	2606	368
876	2609	365
877	2612	362
878	2615	360
879	2619	357
880	2622	354
881	2625	351
882	2628	348
883	2631	345
884	2634	342
885	2637	339
886	2640	336
887	2643	333
888	2646	330
889	2649	327
890	2652	324
891	2655	321
892	2658	318
893	2661	315
894	2664	312
895	2667	309
896	2670	306
897	2673	303
898	2676	300
899	2680	297
900	2683	294
901	2686	291
902	2689	288
903	2692	285
904	2695	282
905	2698	279
906	2701	276
907	2704	274
908	2707	271
909	2711	268
910	2714	265
911	2717	262
912	2720	259
913	2723	256
914	2727	253
915	2731	250
916	2734	247
917	2737	244
918	2740	241
919	2743	238
920	2746	235
921	2750	232
922	2753	229
923	2756	226
924	2759	223
925	2762	220
926	2765	217
927	2768	214
928	2771	211
929	2774	208
930	2777	205
931	2780	202
932	2783	199
933	2786	196
934	2789	193
935	2792	190
936	2797	188
937	2800	185
938	2803	182
939	2806	179
940	2809	176
941	2812	173
942	2815	170
943	2819	167
944	2822	164
945	2825	161
946	2828	158
947	2831	155
948	2834	152
949	2837	149
950	2841	146
951	2844	143
952	2847	140
953	2850	137
954	2853	134
955	2856	131
956	2860	128
957	2863	125
958	2866	122
959	2869	119
960	2872	116
961	2876	113
962	2878	110
963	2881	107
964	2884	104
965	2887	101
966	2891	98
967	2894	95
968	2897	92
969	2900	89
970	2903	86
971	2906	83
972	2909	80
973	2913	77
974	2916	74
975	2919	71
976	2923	68
977	2926	65
978	2929	62
979	2932	59
980	2935	56
981	2939	53
982	2942	50
983	2945	47
984	2948	44
985	2951	41
986	2954	38
987	2957	35
988	2960	32
989	2963	29
990	2966	26
991	2969	23
992	2972	20
993	2975	17
994	2978	14
995	2981	11
996	2985	8
997	2988	5
998	2991	2
999	2994	0
